,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,A01,SYBR,citrate_synthase,Unkn-01,C3M,,24.6069929324766,24.4484348092301,0.153232539572016,NaN,NaN,NaN,NaN,60,
,A02,SYBR,citrate_synthase,Unkn-01,C3M,,24.437160911735,24.4484348092301,0.153232539572016,NaN,NaN,NaN,NaN,60,
,A03,SYBR,citrate_synthase,Unkn-01,C3M,,24.3011505834786,24.4484348092301,0.153232539572016,NaN,NaN,NaN,NaN,60,
,A04,SYBR,citrate_synthase,Unkn-02,C4M,,25.0396487306333,25.0137368308813,0.123581507420357,NaN,NaN,NaN,NaN,60,
,A05,SYBR,citrate_synthase,Unkn-02,C4M,,24.8792538508238,25.0137368308813,0.123581507420357,NaN,NaN,NaN,NaN,60,
,A06,SYBR,citrate_synthase,Unkn-02,C4M,,25.1223079111867,25.0137368308813,0.123581507420357,NaN,NaN,NaN,NaN,60,
,A07,SYBR,citrate_synthase,Unkn-03,C5M,,25.2145055546208,24.9873702731239,0.36622578808563,NaN,NaN,NaN,NaN,60,
,A08,SYBR,citrate_synthase,Unkn-03,C5M,,24.5648875942446,24.9873702731239,0.36622578808563,NaN,NaN,NaN,NaN,60,
,A09,SYBR,citrate_synthase,Unkn-03,C5M,,25.1827176705065,24.9873702731239,0.36622578808563,NaN,NaN,NaN,NaN,60,
,A10,SYBR,citrate_synthase,Unkn-04,D1M,,25.1616148546005,24.8529088404225,0.270338510367889,NaN,NaN,NaN,NaN,60,
,A11,SYBR,citrate_synthase,Unkn-04,D1M,,24.6584514969635,24.8529088404225,0.270338510367889,NaN,NaN,NaN,NaN,60,
,A12,SYBR,citrate_synthase,Unkn-04,D1M,,24.7386601697036,24.8529088404225,0.270338510367889,NaN,NaN,NaN,NaN,60,
,B01,SYBR,citrate_synthase,Unkn-05,D2M,,23.8446075705798,23.9303975324754,0.0819771533951136,NaN,NaN,NaN,NaN,60,
,B02,SYBR,citrate_synthase,Unkn-05,D2M,,23.9386469436165,23.9303975324754,0.0819771533951136,NaN,NaN,NaN,NaN,60,
,B03,SYBR,citrate_synthase,Unkn-05,D2M,,24.0079380832299,23.9303975324754,0.0819771533951136,NaN,NaN,NaN,NaN,60,
,B04,SYBR,citrate_synthase,Unkn-06,D3M,,24.128850086616,24.0961983678521,0.028317716600959,NaN,NaN,NaN,NaN,60,
,B05,SYBR,citrate_synthase,Unkn-06,D3M,,24.0813864502841,24.0961983678521,0.028317716600959,NaN,NaN,NaN,NaN,60,
,B06,SYBR,citrate_synthase,Unkn-06,D3M,,24.0783585666562,24.0961983678521,0.028317716600959,NaN,NaN,NaN,NaN,60,
,B07,SYBR,citrate_synthase,Unkn-07,D4M,,24.9042271324045,24.8424300886184,0.0890110307211171,NaN,NaN,NaN,NaN,60,
,B08,SYBR,citrate_synthase,Unkn-07,D4M,,24.7404062714746,24.8424300886184,0.0890110307211171,NaN,NaN,NaN,NaN,60,
,B09,SYBR,citrate_synthase,Unkn-07,D4M,,24.8826568619762,24.8424300886184,0.0890110307211171,NaN,NaN,NaN,NaN,60,
,B10,SYBR,citrate_synthase,Unkn-08,D5M,,25.2400977760663,25.0393680989378,0.201443634218816,NaN,NaN,NaN,NaN,60,
,B11,SYBR,citrate_synthase,Unkn-08,D5M,,24.8372180192666,25.0393680989378,0.201443634218816,NaN,NaN,NaN,NaN,60,
,B12,SYBR,citrate_synthase,Unkn-08,D5M,,25.0407885014803,25.0393680989378,0.201443634218816,NaN,NaN,NaN,NaN,60,
,C01,SYBR,citrate_synthase,Unkn-09,A1T,,23.3671734338058,23.2976942049316,0.0741330395301782,NaN,NaN,NaN,NaN,60,
,C02,SYBR,citrate_synthase,Unkn-09,A1T,,23.2196511828195,23.2976942049316,0.0741330395301782,NaN,NaN,NaN,NaN,60,
,C03,SYBR,citrate_synthase,Unkn-09,A1T,,23.3062579981694,23.2976942049316,0.0741330395301782,NaN,NaN,NaN,NaN,60,
,C04,SYBR,citrate_synthase,Unkn-10,A2T,,24.2645173374267,24.3749971179775,0.106486564079381,NaN,NaN,NaN,NaN,60,
,C05,SYBR,citrate_synthase,Unkn-10,A2T,,24.4769815469341,24.3749971179775,0.106486564079381,NaN,NaN,NaN,NaN,60,
,C06,SYBR,citrate_synthase,Unkn-10,A2T,,24.3834924695717,24.3749971179775,0.106486564079381,NaN,NaN,NaN,NaN,60,
,C07,SYBR,citrate_synthase,Unkn-11,A3T,,23.9861382556203,24.0519336274722,0.0630696752245779,NaN,NaN,NaN,NaN,60,
,C08,SYBR,citrate_synthase,Unkn-11,A3T,,24.1118685232225,24.0519336274722,0.0630696752245779,NaN,NaN,NaN,NaN,60,
,C09,SYBR,citrate_synthase,Unkn-11,A3T,,24.0577941035739,24.0519336274722,0.0630696752245779,NaN,NaN,NaN,NaN,60,
,C10,SYBR,citrate_synthase,Unkn-12,A4T,,24.4285238342921,24.2908753735192,0.16329783437981,NaN,NaN,NaN,NaN,60,
