,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,A01,SYBR,HSP90,Unkn-01,C3M,,24.3994582366295,24.3611645627659,0.100698384671373,NaN,NaN,NaN,NaN,60,
,A02,SYBR,HSP90,Unkn-01,C3M,,24.4370985366318,24.3611645627659,0.100698384671373,NaN,NaN,NaN,NaN,60,
,A03,SYBR,HSP90,Unkn-01,C3M,,24.2469369150364,24.3611645627659,0.100698384671373,NaN,NaN,NaN,NaN,60,
,A04,SYBR,HSP90,Unkn-02,C4M,,25.3322183727411,25.2976484321705,0.0603880633935815,NaN,NaN,NaN,NaN,60,
,A05,SYBR,HSP90,Unkn-02,C4M,,25.2279191332391,25.2976484321705,0.0603880633935815,NaN,NaN,NaN,NaN,60,
,A06,SYBR,HSP90,Unkn-02,C4M,,25.3328077905313,25.2976484321705,0.0603880633935815,NaN,NaN,NaN,NaN,60,
,A07,SYBR,HSP90,Unkn-03,C5M,,24.6681322861946,24.6696423306545,0.117796415804868,NaN,NaN,NaN,NaN,60,
,A08,SYBR,HSP90,Unkn-03,C5M,,24.5526081963343,24.6696423306545,0.117796415804868,NaN,NaN,NaN,NaN,60,
,A09,SYBR,HSP90,Unkn-03,C5M,,24.7881865094344,24.6696423306545,0.117796415804868,NaN,NaN,NaN,NaN,60,
,A10,SYBR,HSP90,Unkn-04,D1M,,24.0885611512265,24.0293583909477,0.0801322611617052,NaN,NaN,NaN,NaN,60,
,A11,SYBR,HSP90,Unkn-04,D1M,,24.0613399155824,24.0293583909477,0.0801322611617052,NaN,NaN,NaN,NaN,60,
,A12,SYBR,HSP90,Unkn-04,D1M,,23.9381741060342,24.0293583909477,0.0801322611617052,NaN,NaN,NaN,NaN,60,
,B01,SYBR,HSP90,Unkn-05,D2M,,23.7527850191507,23.6820533250558,0.0673520535811389,NaN,NaN,NaN,NaN,60,
,B02,SYBR,HSP90,Unkn-05,D2M,,23.6186862332245,23.6820533250558,0.0673520535811389,NaN,NaN,NaN,NaN,60,
,B03,SYBR,HSP90,Unkn-05,D2M,,23.6746887227924,23.6820533250558,0.0673520535811389,NaN,NaN,NaN,NaN,60,
,B04,SYBR,HSP90,Unkn-06,D3M,,23.1196629976709,23.0742393357215,0.0684029012351079,NaN,NaN,NaN,NaN,60,
,B05,SYBR,HSP90,Unkn-06,D3M,,22.9955679202352,23.0742393357215,0.0684029012351079,NaN,NaN,NaN,NaN,60,
,B06,SYBR,HSP90,Unkn-06,D3M,,23.1074870892583,23.0742393357215,0.0684029012351079,NaN,NaN,NaN,NaN,60,
,B07,SYBR,HSP90,Unkn-07,D4M,,24.3274797602364,24.3120153202168,0.0491728217531884,NaN,NaN,NaN,NaN,60,
,B08,SYBR,HSP90,Unkn-07,D4M,,24.2569692045702,24.3120153202168,0.0491728217531884,NaN,NaN,NaN,NaN,60,
,B09,SYBR,HSP90,Unkn-07,D4M,,24.3515969958438,24.3120153202168,0.0491728217531884,NaN,NaN,NaN,NaN,60,
,B10,SYBR,HSP90,Unkn-08,D5M,,25.0922671488831,25.1446975649316,0.0785081854331408,NaN,NaN,NaN,NaN,60,
,B11,SYBR,HSP90,Unkn-08,D5M,,25.1068672907987,25.1446975649316,0.0785081854331408,NaN,NaN,NaN,NaN,60,
