,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,A01,SYBR,HSP70,Unkn-01,A1PC,,30.8405428176121,30.7616785078918,0.0869157418338621,NaN,NaN,NaN,NaN,60,
,A02,SYBR,HSP70,Unkn-01,A1PC,,30.7760019263966,30.7616785078918,0.0869157418338621,NaN,NaN,NaN,NaN,60,
,A03,SYBR,HSP70,Unkn-01,A1PC,,30.6684907796667,30.7616785078918,0.0869157418338621,NaN,NaN,NaN,NaN,60,
,A04,SYBR,HSP70,Unkn-02,A2PC,,33.3325744173841,33.380148728835,0.147305587273263,NaN,NaN,NaN,NaN,60,
,A05,SYBR,HSP70,Unkn-02,A2PC,,33.2625094029192,33.380148728835,0.147305587273263,NaN,NaN,NaN,NaN,60,
,A06,SYBR,HSP70,Unkn-02,A2PC,,33.5453623662016,33.380148728835,0.147305587273263,NaN,NaN,NaN,NaN,60,
,A07,SYBR,HSP70,Unkn-03,A3PC,,25.9155597908449,25.6544715635638,0.2261099712439,NaN,NaN,NaN,NaN,60,
,A08,SYBR,HSP70,Unkn-03,A3PC,,25.5245772786128,25.6544715635638,0.2261099712439,NaN,NaN,NaN,NaN,60,
,A09,SYBR,HSP70,Unkn-03,A3PC,,25.5232776212336,25.6544715635638,0.2261099712439,NaN,NaN,NaN,NaN,60,
,A10,SYBR,HSP70,Unkn-04,A4PC,,29.8103623527253,29.951797045856,0.205402414954771,NaN,NaN,NaN,NaN,60,
,A11,SYBR,HSP70,Unkn-04,A4PC,,29.8576286054247,29.951797045856,0.205402414954771,NaN,NaN,NaN,NaN,60,
,A12,SYBR,HSP70,Unkn-04,A4PC,,30.1874001794181,29.951797045856,0.205402414954771,NaN,NaN,NaN,NaN,60,
,B01,SYBR,HSP70,Unkn-05,A5PC,,30.3178056245191,30.2204907586265,0.0889523622030646,NaN,NaN,NaN,NaN,60,
,B02,SYBR,HSP70,Unkn-05,A5PC,,30.143374840149,30.2204907586265,0.0889523622030646,NaN,NaN,NaN,NaN,60,
,B03,SYBR,HSP70,Unkn-05,A5PC,,30.2002918112114,30.2204907586265,0.0889523622030646,NaN,NaN,NaN,NaN,60,
,B04,SYBR,HSP70,Unkn-06,B1PC,,28.4073134208587,28.0906722082261,0.288427099920025,NaN,NaN,NaN,NaN,60,
,B05,SYBR,HSP70,Unkn-06,B1PC,,27.8429427163604,28.0906722082261,0.288427099920025,NaN,NaN,NaN,NaN,60,
,B06,SYBR,HSP70,Unkn-06,B1PC,,28.0217604874591,28.0906722082261,0.288427099920025,NaN,NaN,NaN,NaN,60,
,B07,SYBR,HSP70,Unkn-07,B2PC,,32.3477120535578,32.4443352786381,0.204214656785644,NaN,NaN,NaN,NaN,60,
,B08,SYBR,HSP70,Unkn-07,B2PC,,32.3063632624629,32.4443352786381,0.204214656785644,NaN,NaN,NaN,NaN,60,
,B09,SYBR,HSP70,Unkn-07,B2PC,,32.6789305198937,32.4443352786381,0.204214656785644,NaN,NaN,NaN,NaN,60,
,B10,SYBR,HSP70,Unkn-08,B3PC,,31.3160526113866,31.3539525643394,0.0329532536269184,NaN,NaN,NaN,NaN,60,
,B11,SYBR,HSP70,Unkn-08,B3PC,,31.369967902979,31.3539525643394,0.0329532536269184,NaN,NaN,NaN,NaN,60,
,B12,SYBR,HSP70,Unkn-08,B3PC,,31.3758371786525,31.3539525643394,0.0329532536269184,NaN,NaN,NaN,NaN,60,
,C01,SYBR,HSP70,Unkn-09,B4PC,,30.7124031578067,29.9743061848013,0.680233101950073,NaN,NaN,NaN,NaN,60,
,C02,SYBR,HSP70,Unkn-09,B4PC,,29.8379091904901,29.9743061848013,0.680233101950073,NaN,NaN,NaN,NaN,60,
,C03,SYBR,HSP70,Unkn-09,B4PC,,29.3726062061072,29.9743061848013,0.680233101950073,NaN,NaN,NaN,NaN,60,
,C04,SYBR,HSP70,Unkn-10,B5PC,,30.3335511181641,30.3698152813715,0.0990450572307541,NaN,NaN,NaN,NaN,60,
,C05,SYBR,HSP70,Unkn-10,B5PC,,30.2940133105129,30.3698152813715,0.0990450572307541,NaN,NaN,NaN,NaN,60,
,C06,SYBR,HSP70,Unkn-10,B5PC,,30.4818814154375,30.3698152813715,0.0990450572307541,NaN,NaN,NaN,NaN,60,
