,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,A01,SYBR,cGAS,Unkn-01,C3M,,29.8838552250151,30.8906685914624,1.80658162140723,NaN,NaN,NaN,NaN,60,
,A02,SYBR,cGAS,Unkn-01,C3M,,29.8118356314388,30.8906685914624,1.80658162140723,NaN,NaN,NaN,NaN,60,
,A03,SYBR,cGAS,Unkn-01,C3M,,32.9763149179335,30.8906685914624,1.80658162140723,NaN,NaN,NaN,NaN,60,
,A04,SYBR,cGAS,Unkn-02,C4M,,31.424183077453,31.6638168682738,0.235950924283059,NaN,NaN,NaN,NaN,60,
,A05,SYBR,cGAS,Unkn-02,C4M,,31.6713636724193,31.6638168682738,0.235950924283059,NaN,NaN,NaN,NaN,60,
,A06,SYBR,cGAS,Unkn-02,C4M,,31.8959038549493,31.6638168682738,0.235950924283059,NaN,NaN,NaN,NaN,60,
,A07,SYBR,cGAS,Unkn-03,C5M,,30.0026943316912,30.2166145576777,0.189778566972763,NaN,NaN,NaN,NaN,60,
,A08,SYBR,cGAS,Unkn-03,C5M,,30.2824102786843,30.2166145576777,0.189778566972763,NaN,NaN,NaN,NaN,60,
,A09,SYBR,cGAS,Unkn-03,C5M,,30.3647390626577,30.2166145576777,0.189778566972763,NaN,NaN,NaN,NaN,60,
,A10,SYBR,cGAS,Unkn-04,D1M,,29.8212399736566,29.5761592767833,0.220697766330758,NaN,NaN,NaN,NaN,60,
,A11,SYBR,cGAS,Unkn-04,D1M,,29.3931284904373,29.5761592767833,0.220697766330758,NaN,NaN,NaN,NaN,60,
,A12,SYBR,cGAS,Unkn-04,D1M,,29.5141093662562,29.5761592767833,0.220697766330758,NaN,NaN,NaN,NaN,60,
,B01,SYBR,cGAS,Unkn-05,D2M,,29.190827820089,29.2577739931368,0.143420608787132,NaN,NaN,NaN,NaN,60,
,B02,SYBR,cGAS,Unkn-05,D2M,,29.4224268359516,29.2577739931368,0.143420608787132,NaN,NaN,NaN,NaN,60,
