,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,A01,SYBR,citrate_synthase,Unkn-01,A1C,,24.0808842170435,23.9416548277964,0.146713955148664,NaN,NaN,NaN,NaN,60,
,A02,SYBR,citrate_synthase,Unkn-01,A1C,,23.9556246264283,23.9416548277964,0.146713955148664,NaN,NaN,NaN,NaN,60,
,A03,SYBR,citrate_synthase,Unkn-01,A1C,,23.7884556399174,23.9416548277964,0.146713955148664,NaN,NaN,NaN,NaN,60,
,A04,SYBR,citrate_synthase,Unkn-02,A2C,,25.0692972888895,24.8619750096323,0.208406175286874,NaN,NaN,NaN,NaN,60,
,A05,SYBR,citrate_synthase,Unkn-02,A2C,,24.652501591461,24.8619750096323,0.208406175286874,NaN,NaN,NaN,NaN,60,
,A06,SYBR,citrate_synthase,Unkn-02,A2C,,24.8641261485466,24.8619750096323,0.208406175286874,NaN,NaN,NaN,NaN,60,
,A07,SYBR,citrate_synthase,Unkn-03,A3C,,23.6779410205393,23.7674708548066,0.219313749753806,NaN,NaN,NaN,NaN,60,
,A08,SYBR,citrate_synthase,Unkn-03,A3C,,23.6070850287948,23.7674708548066,0.219313749753806,NaN,NaN,NaN,NaN,60,
,A09,SYBR,citrate_synthase,Unkn-03,A3C,,24.0173865150857,23.7674708548066,0.219313749753806,NaN,NaN,NaN,NaN,60,
,A10,SYBR,citrate_synthase,Unkn-04,A4C,,25.0943647203086,25.0002542939901,0.127508874040624,NaN,NaN,NaN,NaN,60,
,A11,SYBR,citrate_synthase,Unkn-04,A4C,,24.8551382134947,25.0002542939901,0.127508874040624,NaN,NaN,NaN,NaN,60,
,A12,SYBR,citrate_synthase,Unkn-04,A4C,,25.051259948167,25.0002542939901,0.127508874040624,NaN,NaN,NaN,NaN,60,
,B01,SYBR,citrate_synthase,Unkn-05,A5C,,23.7999859497786,23.6713760248637,0.113429438731381,NaN,NaN,NaN,NaN,60,
